id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
3456,hit:4161_conv:8323,sentimental,I broke up with my girlfriend last week and it was really hard_comma_ we where together for 2 years.,4.0,3,Yeah we where together for about 2 years but im getting over it now,That's good make yourself available and open for others and you will find the next relationship,positive,positive,0,0,0
3457,hit:11073_conv:22147,anxious,I have a big date coming up and I can't get these butterfly feelings to go away.,4.0,8,I have a big date coming up and I can't get these butterfly feelings to go away.,That is normal that just means that the other person is special,neutral,positive,0,0,0
3458,hit:11073_conv:22147,anxious,I have a big date coming up and I can't get these butterfly feelings to go away.,4.0,8,Yeah_comma_ I really think she might be the one. I hope I don't screw it up.,Well i will keep my finger crossed for you!,neutral,positive,1,0,0
3459,hit:9618_conv:19237,surprised,A co-worker of mine was fired at our work. He seemed to be doing a good job though in terms of performance,2.0,6,A co-worker of mine was fired at work,Do you think they deserved it?,negative,neutral,0,0,2
3460,hit:9618_conv:19237,surprised,A co-worker of mine was fired at our work. He seemed to be doing a good job though in terms of performance,2.0,3,No_comma_ their performance seemed to be good,"Well as they say_comma_ ""Better them than you""",positive,neutral,0,0,0
3461,hit:6001_conv:12002,impressed,I went to a soccer game the other night. the talent that some of these players had was amazing,3.0,8,I am always amazed when I see people who poses raw talent,Can you give an example as to someone who amazed you recently,positive,neutral,0,0,2
3462,hit:6001_conv:12002,impressed,I went to a soccer game the other night. the talent that some of these players had was amazing,3.0,6,I was at a soccer game recently. These guys were really talented with what they could do with the ball,Have you ever played yourself?,positive,neutral,0,0,2
3463,hit:638_conv:1276,content,I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.,4.0,6,I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.,What engineering type did you graduate in?,neutral,neutral,0,0,2
3464,hit:638_conv:1276,content,I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.,4.0,1,I graduated in Computer Science. It was difficult to find a good opportunity. I am satisfied now.,That's good to hear. You can always keep searching for that dream job while you work.,positive,positive,1,0,0
3465,hit:6293_conv:12587,confident,I just bought a cabinet from IKEA. I am sure I can put it together.,4.0,6,I just bought a cabinet from IKEA.,Nice! What color is it?,positive,positive,0,0,2
3466,hit:6293_conv:12587,confident,I just bought a cabinet from IKEA. I am sure I can put it together.,4.0,8,It's white. I am sure I can put it together.,Yeah_comma_ they aren't too hard to put together. They're really fun too!,positive,positive,0,0,0
3467,hit:2288_conv:4577,grateful,I am pretty thankful to live close to my sister,3.0,1,I am pretty thankful to live close to my sister,It is very important to stay close to family.,positive,positive,0,0,0
3468,hit:2288_conv:4577,grateful,I am pretty thankful to live close to my sister,3.0,6,It really is. Our kids can play together often too.,That is wonderful to hear. When times are tough_comma_ family is all you have in this world.,positive,positive,1,0,0
3469,hit:8396_conv:16793,angry,I'm so angry at my self. I was in my performance review today and I passed wind in front of my boss. OMG,4.0,8,I'm so angry at my self. I was in my performance review today and I passed wind in front of my boss. OMG,I wonder how that was noted on your report.,negative,neutral,0,0,2
3470,hit:8396_conv:16793,angry,I'm so angry at my self. I was in my performance review today and I passed wind in front of my boss. OMG,4.0,1,I got a raise so not that bad but it was still off putting. I've heard her rip one in the past so I guess no judgement.,Sounds like a wacky place to work.,neutral,negative,0,0,0
3471,hit:6353_conv:12707,anticipating,We waited a long time to get pregnant. It was very hard to wait and I spent my time going overboard on the baby shopping.,4.0,6,We waited a very long time to have kids and once I was pregnant_comma_ it was so hard to wait.,i want kids too _comma_ and im getting pretty old _comma_ how old are you guys ???,negative,neutral,0,2,2
3472,hit:6353_conv:12707,anticipating,We waited a long time to get pregnant. It was very hard to wait and I spent my time going overboard on the baby shopping.,4.0,7,We are in our 40s now and our girls are almost grown. I had such a hard time waiting for them to be born_comma_ I went way overboard on the baby shopping_comma_ but it was fun!,dang im 31 i wish u the best,positive,positive,1,0,0
3473,hit:7605_conv:15211,disgusted,I saw a guy put mustard on his ice cream. It was really nasty.,4.0,6,I saw a guy put mustard on his ice cream.,Woah! Really?? That's weird.,negative,negative,0,0,0
3474,hit:7605_conv:15211,disgusted,I saw a guy put mustard on his ice cream. It was really nasty.,4.0,5,Yeah_comma_ it was really nasty.,Maybe it tastes amazing though - we'll never know. They put vinegar on ice cream in italy sometimes.,negative,positive,0,0,0
3475,hit:11292_conv:22585,furious,I lost my job because my company didn't pay rent at our location.,3.0,6,I lost my job because my company didn't pay rent at our location.,oh that is so wrong. How are you handling it?,negative,negative,0,0,2
3476,hit:11292_conv:22585,furious,I lost my job because my company didn't pay rent at our location.,3.0,6,Not very well. It makes me so angry. So I go work out to relieve the stress.,that's good you do that_comma_ I would be very frustrated too. That's really unfair. Can you pursue legal charges?,negative,negative,1,0,2
3477,hit:6268_conv:12536,excited,I can't wait until I get paid. I am going SHOPPING,3.0,6,I cant wait til I get paid,what are you going to get,positive,neutral,0,0,1
3478,hit:6268_conv:12536,excited,I can't wait until I get paid. I am going SHOPPING,3.0,1,Everything in Macys lol. I haven't been shopping in so long,that sounds like a good plan,neutral,positive,0,0,0
3479,hit:9519_conv:19038,content,I went to Arby's for lunch today. I was pleased with my meal.,3.0,6,I went to Arby's for lunch today.,Thats good. How was it?,positive,positive,0,0,1
3480,hit:9519_conv:19038,content,I went to Arby's for lunch today. I was pleased with my meal.,3.0,5,It was pretty good. I was pleased with my meal.,Well_comma_ that's always good to hear. I am glad,positive,positive,1,0,0
3481,hit:8603_conv:17207,furious,My neighbors are playing loud music on a monday night,4.0,6,Its monday nigiht and my neighbors are having a freaking party,Are you serious? There's a noise ordinance for no loud noise or music after 10:00p.m.!,positive,neutral,0,0,0
3482,hit:8603_conv:17207,furious,My neighbors are playing loud music on a monday night,4.0,4,They are the worst,You might have to call the cops just to get sleep! Horrible. Sorry.,negative,negative,0,0,0
3483,hit:10086_conv:20173,disgusted,My buddy drank way too much at a party and puked all over my favorite jacket. I felt so sick I thought it was going to be my turn next.,3.0,6,My buddy drank way too much at a party and puked all over my favorite jacket.,That sounds horrible_comma_ Did you wash it or throw it away?,negative,negative,0,0,2
3484,hit:10086_conv:20173,disgusted,My buddy drank way too much at a party and puked all over my favorite jacket. I felt so sick I thought it was going to be my turn next.,3.0,5,I washed it and it came out surprisingly. But at that time_comma_ I felt so sick seeing what was happening to my jacket that I thought I was going to puke next.,That is a really rough story_comma_ You should make him pay for another one.,negative,negative,0,0,0
3485,hit:6158_conv:12317,angry,I hate when i let someone out during traffic and they dont acknowledge me at all,2.0,1,i was sitting in traffic today and let a person out_comma_ didnt wave or anything_comma_ that junk makes me so mad,At least you tried to be nice,negative,neutral,0,0,0
3486,hit:6158_conv:12317,angry,I hate when i let someone out during traffic and they dont acknowledge me at all,2.0,0,yeah i guess i shouldnt had at this time though lol,Well now you know,neutral,neutral,0,0,0
3487,hit:1939_conv:3878,impressed,I went to my nieces softball competition and was blown away by how good she is. She is so talented!,5.0,6,I went to my nieces softball competition and was blown away by how good she is.,That's great! How old is she?,positive,positive,0,0,2
3488,hit:1939_conv:3878,impressed,I went to my nieces softball competition and was blown away by how good she is. She is so talented!,5.0,7,She is 16. I had no idea she was so talented. I'm so happy to be her aunt!,If she is really good she could get a scholarship.,positive,positive,0,0,0
3489,hit:9893_conv:19786,disappointed,I worked really hard to get into a program that I wanted to be in. Unfortunately_comma_ it was too difficult for me and I had to change majors; I was pretty upset with myself.,4.0,1,I put a lot of effort and time into getting into a college program I wanted to be in.,oh that sounds like it will be very rewarding!,neutral,positive,0,0,0
3490,hit:9893_conv:19786,disappointed,I worked really hard to get into a program that I wanted to be in. Unfortunately_comma_ it was too difficult for me and I had to change majors; I was pretty upset with myself.,4.0,8,Unfortunately_comma_ I had to switch majors; the program was too difficult to stay in and my mental health was deteriorating.,a tough situation but at least you were able to realize and adapt!,negative,positive,1,0,0
3491,hit:5016_conv:10033,disgusted,When I was walking around my neighborhood I felt something drop on my head. I reached up and realized a bird had did its business on me. I was revolted!,4.0,6,I was going for a walk in the neighborhood and I felt something drop on my head.,that is intense! what was it?,neutral,positive,0,0,1
3492,hit:5016_conv:10033,disgusted,When I was walking around my neighborhood I felt something drop on my head. I reached up and realized a bird had did its business on me. I was revolted!,4.0,7,I reached up and realized a bird had done its business on my head. I was revolted!,ahh dang_comma_ thats terrible! that is pretty bad luck,negative,negative,0,0,0
3493,hit:491_conv:983,impressed,My boss has about 2000 clients he has gotten over 20 years.,3.0,6,I was impressed because my boss has 2000 investment clients. That seems like so much work.,yea that does seem like a lot of work could you ever handle it?,positive,negative,0,0,2
3494,hit:491_conv:983,impressed,My boss has about 2000 clients he has gotten over 20 years.,3.0,3,Maybe. Some of them he got from a guy who retired though.,ooo well that explains a lot. well hopefully he will pass some to you,neutral,positive,1,0,0
3495,hit:8321_conv:16642,impressed,I never believed my grandpa was a rockstar until he jumped onto the stage and bit the head off of a bat. Then he belted the words to 'Crazy Train' and jumped out into the audience! Wow!,2.0,6,My grandpa always said he was a rockstar back in his day_comma_ but I never believed him.,Why don't you believe him? He made have been quite the big name back in his day.,negative,neutral,0,0,2
3496,hit:8321_conv:16642,impressed,I never believed my grandpa was a rockstar until he jumped onto the stage and bit the head off of a bat. Then he belted the words to 'Crazy Train' and jumped out into the audience! Wow!,2.0,1,I don't know if he was famous_comma_ but the other day_comma_ he got on stage_comma_ bit the head off of a bat_comma_ then belted the words to Crazy Train. It was unbelievable!,Wow_comma_ that sounds amazing. I wish I could have seen that!,positive,positive,0,0,0
3497,hit:2529_conv:5058,jealous,My daughter got a new suv a few months ago. It was the exact one that I had been wanting. Ever since then it has made me want one even more.,2.0,6,I have been wanting a new suv and a few months ago my daughter went and bought exactly what I had been wanting.,Nice_comma_ what SUV?,positive,neutral,0,0,2
3498,hit:2529_conv:5058,jealous,My daughter got a new suv a few months ago. It was the exact one that I had been wanting. Ever since then it has made me want one even more.,2.0,6,I have been wanting a traverse. We need more room for our family. It has made me want one even more since then.,I need to google that. Is it a big SUV?,positive,neutral,0,0,2
3499,hit:11818_conv:23637,embarrassed,thinking someone was talking to me when they werent,3.0,6,i was at a bar yesterday and a pretty girl was near and looking my way and started talking to me,Wowza...how did it go?,positive,neutral,0,0,1
3500,hit:11818_conv:23637,embarrassed,thinking someone was talking to me when they werent,3.0,6,well_comma_ turns out she wasnt talking to me but was talking to the person standing behind me! i even answered her and everyting,Oh gosh....that is embarrassing. Were you able to recover? lol,neutral,negative,2,0,2
3501,hit:2948_conv:5896,prepared,The other day I was stuck on the side of the road because my car stopped working. Luckily I had a Triple A membership so I was able to get a jump start. Glad I planned ahead!,2.0,6,I had some car trouble the other day. My car wouldn't start and I didn't know why.,What did you do?,negative,neutral,0,0,1
3502,hit:2948_conv:5896,prepared,The other day I was stuck on the side of the road because my car stopped working. Luckily I had a Triple A membership so I was able to get a jump start. Glad I planned ahead!,2.0,6,Luckily I had Triple A membership. They came out and jumped my car and said I need a new battery. Glad I was prepared for this!,Did you buy a new battery?,positive,neutral,0,0,2
3503,hit:6877_conv:13755,terrified,I'm being induced on Monday because I'll be at 41 weeks pregnant by then. This is my first baby and I'm so scared! Labor seems impossible!,5.0,8,I'm being induced on Monday because I'll be at 41 weeks pregnant by then. This is my first baby and I'm so scared! Labor seems impossible!,You got this girl! I was induced when I had my daughter a year ago! I was scared too but honestly don't remember much.,negative,neutral,0,2,0
3504,hit:6877_conv:13755,terrified,I'm being induced on Monday because I'll be at 41 weeks pregnant by then. This is my first baby and I'm so scared! Labor seems impossible!,5.0,8,Really? That's good to hear. I have been told so many different horror stories that its got me feeling nauseated and stressed!,Just enjoy and rest on your last weekend before baby_comma_ It'll all be worth in when you are holding your little girl :) Don't listen to those scary stories_comma_ those are the 1 in a million chances it goes wrong!,negative,positive,0,0,0
3505,hit:1577_conv:3154,proud,After all these years as a single mom_comma_ my kid is now a successful researcher. He's pretty happy in life.,5.0,3,After all these years as a single mom_comma_ my kid is now a successful researcher. He's pretty happy in life.,That's got to be a pretty good feeling_comma_ to see our kids succeed and hopefully do better than us. I'm happy for you! What does he research?,positive,positive,2,0,2
3506,hit:1577_conv:3154,proud,After all these years as a single mom_comma_ my kid is now a successful researcher. He's pretty happy in life.,5.0,1,He's working on Parkinson actually. He has such a great heart.,Parkinson's disease? That's pretty noble. Imagine if he were to be the one to help cause a breakthrough on curing it... How crazy would that be. Would add a nice legacy to your family.,positive,positive,0,0,2
3507,hit:5061_conv:10123,furious,A now ex-friend of mine revealed a very private secret I told her in confidence not only to our mutual friends but the entire internet! I couldn't believe she did that to me.,3.0,6,A friend of mine revealed a deep dark secret I told her in confidence to everyone.,What did you do?,neutral,neutral,0,0,1
3508,hit:5061_conv:10123,furious,A now ex-friend of mine revealed a very private secret I told her in confidence not only to our mutual friends but the entire internet! I couldn't believe she did that to me.,3.0,0,I blocked her and sent her a long text explaining how angry and disappointed I was. I didn't know what else to do.,You definitely can't be too careful these days,negative,negative,0,0,0
3509,hit:1723_conv:3447,faithful,i am very faithful because my attitude is good,1.0,6,i am very faithful,What are you referring to?,positive,neutral,0,0,1
3510,hit:1723_conv:3447,faithful,i am very faithful because my attitude is good,1.0,1,yes my behavior refereed to people,That is nce,neutral,neutral,0,0,0
3511,hit:1257_conv:2514,grateful,My dog ran away and some kind person brought him back to me.,4.0,1,My dog ran away and some kind person brought him back to me,That's so awesome! So many times they don't come back.,neutral,positive,0,2,0
3512,hit:1257_conv:2514,grateful,My dog ran away and some kind person brought him back to me.,4.0,6,I know I was so thankful and happy to have him back,Fantastic! What kind of dog is he?,positive,positive,0,0,2
3513,hit:10490_conv:20981,anxious,My son's pediatrician advised me to have early intervention out because he's delayed in talking. The appointment is set for next week and I don't really know to expect.,5.0,4,My son's pediatrician told me to call Early Intervention because he's delayed in talking.,Oh no_comma_ I'm sorry to hear that. Do they have any idea what the cause may be yet?,negative,negative,2,0,2
3514,hit:10490_conv:20981,anxious,My son's pediatrician advised me to have early intervention out because he's delayed in talking. The appointment is set for next week and I don't really know to expect.,5.0,8,Not at all. I'm hoping he'll catch up soon. The appointment is set for next week and I'm pretty nervous.,I hope it's nothing too serious. My younger brother had the same problem early on_comma_ but he turned out to just be a slow developer.,negative,negative,0,2,0
3515,hit:11998_conv:23997,caring,This past week my 3 year old son had strep throat. It is finally clearing up now_comma_ but I had to miss so much work to stay home with him.,3.0,4,This past week my 3 year old son caught strep throat. I ended up having to miss the entire week at work to stay home with him.,I'm sorry to hear that. I hope he is feeling better.,negative,neutral,2,0,0
3516,hit:11998_conv:23997,caring,This past week my 3 year old son had strep throat. It is finally clearing up now_comma_ but I had to miss so much work to stay home with him.,3.0,8,He is_comma_ i hated missing work_comma_ but that the sort of thing a person has to do for their children.,It is. Taking care of sick child is hard. Missing work is also hard. The things we have to do for our children.,negative,negative,0,1,0
3517,hit:9767_conv:19535,ashamed,I was caught having an affair,1.0,6,I was caught having an affair last week when my wife unexpectedly came home early.,why did you do that?,negative,negative,0,0,2
3518,hit:9767_conv:19535,ashamed,I was caught having an affair,1.0,1,I wasn't thinking straight. I am beyond ashamed of my actions right now.,i would be too,negative,neutral,0,2,0
3519,hit:11578_conv:23157,disgusted,I work for a company and we just found out the the person who works in our accounting department has been stealing money from us for years. It is revolting.,3.0,6,We just found out the person working in our accounting department has been stealing money from our company for years.,Yikes! That is terrible! What a awful thing to do! I am glad he finally got busted! Wow_comma_ for years_comma_ huh?,negative,negative,2,0,0
3520,hit:11578_conv:23157,disgusted,I work for a company and we just found out the the person who works in our accounting department has been stealing money from us for years. It is revolting.,3.0,3,Yes_comma_ it just makes me sick to my stomach. You think you know someone but the whole time they are stealing you blind. I don't get some people,Yeah_comma_ me either. Hopefully they regret what they did and are able to learn something from this.,negative,neutral,1,1,0
3521,hit:12366_conv:24733,anticipating,I cannot wait for the new super smash bros_comma_ it is gonna be amazing,1.0,6,I cannot wait for the new super smash bros_comma_ it is gonna be amazing,Is that a game ?,positive,neutral,0,0,2
3522,hit:12366_conv:24733,anticipating,I cannot wait for the new super smash bros_comma_ it is gonna be amazing,1.0,8,It is_comma_ you have never heard of it?,No_comma_ I'm sure I'm a bit older than you.,neutral,neutral,0,0,0
3523,hit:7329_conv:14658,excited,I am getting a new cat tree tomorrow_comma_ it finally went on sale. One I have wanted for a long time that I see in my pet store! I am not happy unless I get something 80% off or more.,1.0,1,I am getting a new cat tree tomorrow_comma_ it finally went on sale.,thats a nice gift for a cat.,positive,positive,0,0,0
3524,hit:7329_conv:14658,excited,I am getting a new cat tree tomorrow_comma_ it finally went on sale. One I have wanted for a long time that I see in my pet store! I am not happy unless I get something 80% off or more.,1.0,1,"It's a gift for me too because I am happy when they are happy. They need one for the cat room bad! One I have wanted for a long time that I see in my pet store! I am not happy unless I get something 80% off or more.""",80% wow that is cool.,positive,positive,0,0,0
3525,hit:10896_conv:21793,annoyed,My brother asked to borrow my car lst week and I let him. he took it and when he brought it back I noticed that their was a small dent and blue paint on the passernger side door.When I asked him about he acted as if he had no idea where it came from_comma_ I wanted to kick him in his but if you know what I mean.,1.0,8,Have you ever let some one borrow you car?,Yeah_comma_ my cousin actually borrowed my car to take his driving test,neutral,neutral,0,2,0
3526,hit:10896_conv:21793,annoyed,My brother asked to borrow my car lst week and I let him. he took it and when he brought it back I noticed that their was a small dent and blue paint on the passernger side door.When I asked him about he acted as if he had no idea where it came from_comma_ I wanted to kick him in his but if you know what I mean.,1.0,5,I let my brother borrow mine and he brought it back and it looked like it had been wrecked and i got real upset with him.,I don't blame you! He should have been more responsible.,negative,neutral,1,0,0
3527,hit:10896_conv:21793,annoyed,My brother asked to borrow my car lst week and I let him. he took it and when he brought it back I noticed that their was a small dent and blue paint on the passernger side door.When I asked him about he acted as if he had no idea where it came from_comma_ I wanted to kick him in his but if you know what I mean.,1.0,6,4,What?,neutral,neutral,0,0,1
3528,hit:9766_conv:19532,grateful,I came home today and my roommate was cooking dinner_comma_ all i had to do was fix my plate. It was so nice.,3.0,6,I came home today and my roommate was cooking dinner_comma_ all i had to do was fix my plate. It was so nice.,well that was mighty nice of them_comma_ you wash dishes ?,positive,positive,0,0,2
3529,hit:9766_conv:19532,grateful,I came home today and my roommate was cooking dinner_comma_ all i had to do was fix my plate. It was so nice.,3.0,1,I sure did_comma_ and the food was delicious. I'll have to surprise him with dinner next time.,thats cool,positive,positive,0,0,0
3530,hit:10994_conv:21989,nostalgic,I used to watch the original Sailor Moon when I was younger_comma_ and when the reboot started_comma_ I got to share it with my daughters.,3.0,8,I used to watch Sailor Moon as a kid_comma_ and when they made a reboot_comma_ I got to share that with my daughters.,Sailor Moon~! That was the best show! I've shared it with my kids_comma_ too. And the laugh at the picture of me dressed up as Sailor Jupiter from loooooong ago!,neutral,positive,0,2,0
3531,hit:10994_conv:21989,nostalgic,I used to watch the original Sailor Moon when I was younger_comma_ and when the reboot started_comma_ I got to share it with my daughters.,3.0,1,See_comma_ that what I'm talking about! They were so into it! I think I even shed a tear when Usagi made her first transformation.,"My girls think I'm the coolest because I watch Sailor Moon and Dragonball Super and a ton of other anime and I'm like_comma_ ""I've been watching stuff like this since before you were born!""",positive,positive,0,2,0
3532,hit:10994_conv:21989,nostalgic,I used to watch the original Sailor Moon when I was younger_comma_ and when the reboot started_comma_ I got to share it with my daughters.,3.0,8,I've tricked mine into learning_comma_ getting them to watch Cells at Work recently.,That's good! I've got the ones that like watching anything about space. The older one wants to be on a Mars mission!,neutral,positive,0,0,0
3533,hit:6981_conv:13962,excited,I am going to the Taylor Swift concert.,4.0,1,I am going to see Taylor Swift.,Wow_comma_ that sounds like fun! She's so beautiful.,positive,positive,0,0,0
3534,hit:6981_conv:13962,excited,I am going to the Taylor Swift concert.,4.0,1,She puts on such a great show!,Yes she does. She's very talented. I'd love to see her live.,positive,positive,1,0,0
3535,hit:9401_conv:18803,anxious,anxious: I can't help feel stressed about money,4.0,6,I can't help feel stressed about money,why? are you having financial problems?,negative,negative,0,0,2
3536,hit:9401_conv:18803,anxious,anxious: I can't help feel stressed about money,4.0,8,Yes I just had a major car repair and it took a massive chunk of my savings. $700,oh god _comma_ that sounds horrible but at least nothing bas happened to you!,negative,negative,1,0,0
3537,hit:6385_conv:12771,embarrassed,I can't believe I bought a car that was a lemon. what a waste,3.0,1,I was so proud that I went car shopping alone,That is a very bold move.,positive,positive,0,1,0
3538,hit:6385_conv:12771,embarrassed,I can't believe I bought a car that was a lemon. what a waste,3.0,4,Yeah I also bought a lemon,I'm sorry to hear that.,neutral,negative,2,0,0
3539,hit:8925_conv:17850,nostalgic,i was going through an old baby book last week.,3.0,8,I was flipping through looking at all my baby pictures.,Awe! Hopefully they were cute pictures,neutral,positive,0,0,0
3540,hit:8925_conv:17850,nostalgic,i was going through an old baby book last week.,3.0,1,They were! I was such a cute baby_comma_ I dont know what happened! lol,Growing up sucks! Lmao,positive,negative,0,0,0
3541,hit:6966_conv:13932,hopeful,There's a new Korean restaurant that's opening up.,4.0,8,There's a new Korean restaurant that's opening up.,i have never tried korean food _comma_ and i love trying different kinds of food i would be so excited,positive,positive,0,0,0
3542,hit:6966_conv:13932,hopeful,There's a new Korean restaurant that's opening up.,4.0,5,You should definitely try. You'll get addicted!,i would love to try it one day _comma_ im happy for you,positive,positive,1,0,0
3543,hit:9644_conv:19289,devastated,I was on a scientific mission to mars when a massive sand storm hit. Yeah my crew thought I was dead_comma_ and they left me behind. Really sucked.,2.0,1,I was on a scientific mission to mars when a massive sand storm hit.,lol. Well then darnit I want to be a unicorn.,neutral,neutral,0,2,0
3544,hit:9644_conv:19289,devastated,I was on a scientific mission to mars when a massive sand storm hit. Yeah my crew thought I was dead_comma_ and they left me behind. Really sucked.,2.0,6,The only person stopping you from realizing your dreams is you. But yeah my crew thought I was dead_comma_ and they left me behind. Really sucked,lol- Well that's true. Darn all those people who stopped me from being a unicorn. Well how on earth did you get back to earth then?,negative,negative,0,0,2
3545,hit:9644_conv:19289,devastated,I was on a scientific mission to mars when a massive sand storm hit. Yeah my crew thought I was dead_comma_ and they left me behind. Really sucked.,2.0,1,Never did get back. Figured I'd hang out here and start a coffee roasting business. I'll be the only one_comma_ so success seems likely.,Or unlikely ;),positive,positive,0,0,0
3546,hit:10419_conv:20839,annoyed,I was angry at my friend's attitude towards me,1.0,1,They always neglt me,who does and that is mean of them.,negative,negative,0,0,0
3547,hit:10419_conv:20839,annoyed,I was angry at my friend's attitude towards me,1.0,6,They dont worth my time,Sure your worth your time. do not be so down on yourself.,negative,neutral,1,0,0
3548,hit:1573_conv:3146,apprehensive,I felt so nervous going into my latest job interview.,4.0,6,I felt sooooo nervous going to my last job interview! Nerves must occur in proportion to how badly you *want* something!,I know what you mean. Did you get the job?,negative,neutral,1,0,2
3549,hit:1573_conv:3146,apprehensive,I felt so nervous going into my latest job interview.,4.0,6,I did! The company does something that I actually like -- a panel interview vs a series of one-on-ones. Have you ever had an interview like that?,I have not. What is it?,positive,neutral,0,0,1
3550,hit:3121_conv:6243,excited,I'm headed off to college soon. This is so scary.,4.0,6,I'm leaving for college soon,Are you scared or excited?,neutral,neutral,0,0,2
3551,hit:3121_conv:6243,excited,I'm headed off to college soon. This is so scary.,4.0,3,A little of both. IT pretty far fom home.,My first few years I went from the east coast to Colorado. It will be the best time of your life.,neutral,positive,0,2,0
3552,hit:3121_conv:6243,excited,I'm headed off to college soon. This is so scary.,4.0,0,I hope so.,Enjoy it before you get old. Before you know it college will be over and you will be a slave to student loan payments.,positive,neutral,0,0,0
3553,hit:12078_conv:24157,apprehensive,I went biking on a new bike trail the other day. It was a lot of fun but I didn't know the route or the hills_comma_ so I was really reluctant to go too fast lest I wipe out on a curve.,5.0,6,I went on a new bike trail the other day_comma_ it was super fun but also a little scary.,Ooh how so? Were there a lot of hills and sharp turns?,positive,neutral,0,0,2
3554,hit:12078_conv:24157,apprehensive,I went biking on a new bike trail the other day. It was a lot of fun but I didn't know the route or the hills_comma_ so I was really reluctant to go too fast lest I wipe out on a curve.,5.0,6,Yep_comma_ exactly. I also have a new bike so between the new route and the new bike_comma_ I was totally terrified of wiping out. So I took it slow.,I see. Do you think you'll be going back on that bike trail?,neutral,neutral,0,0,2
3555,hit:12078_conv:24157,apprehensive,I went biking on a new bike trail the other day. It was a lot of fun but I didn't know the route or the hills_comma_ so I was really reluctant to go too fast lest I wipe out on a curve.,5.0,2,Absolutely! And now that I know it better_comma_ I won't be so scared. I'm heading back out there Tuesday_comma_ can't wait!,I hope you have tons of fun and enjoy a safe trip!,positive,positive,1,0,0
3556,hit:7858_conv:15717,afraid,Recently my husband and I were traveling home from visiting his family when all of a sudden this car cut us off. We had to slam on our brakes not to hit them. It was so scary!,4.0,8,Recently my husband and I were traveling home from visiting his family when all of a sudden a car cuts us off,That's annoying_comma_ I hate how little attention most other drivers pay on the road.,negative,negative,0,0,0
3557,hit:7858_conv:15717,afraid,Recently my husband and I were traveling home from visiting his family when all of a sudden this car cut us off. We had to slam on our brakes not to hit them. It was so scary!,4.0,1,I have no idea how we didn't hit them but it was so scary,I'm glad that you are okay! Keep your eyes peeled for terrible drivers.,negative,positive,1,0,0
3558,hit:11176_conv:22352,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,5.0,6,Went shopping this weekend and learned something about myself.,What a strange place for introspection! What did you learn?,positive,negative,0,0,2
3559,hit:11176_conv:22352,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,5.0,1,Well I learned that I can say no to temptation and feel great about my decision.,Wow that's pretty fundamental to your personality_comma_ and a great thing to discover. I imagine the knowledge will help you throughout life.,positive,positive,0,0,0
3560,hit:11223_conv:22447,ashamed,I snuck out of the house when I was a teenager and was out untill 4 am. My mom was worried sick.,4.0,6,When I was a teenager_comma_ I once snuck out of the house at night and didn't get back home until 4 am. When I got back my mom was waiting for and had been worried sick all night.,Did you get in much trouble? I was allowed to kind of run wild_comma_ so never had any issues with staying out till sunrise.,negative,neutral,0,0,2
3561,hit:11223_conv:22447,ashamed,I snuck out of the house when I was a teenager and was out untill 4 am. My mom was worried sick.,4.0,8,Not huge trouble. I was generally a pretty good kid_comma_ and it wasn't like I had gone out drinking as I have never enjoyed the taste of alcohol. She told me I just needed to be honest with her and check in when I was going to be out late. I still felt bad about it worrying her.,It's sweet that she was waiting up for you.,neutral,positive,1,0,0
3562,hit:12269_conv:24538,disappointed,I went to go get a snack from the kitchen and realized my kids ate them all.,3.0,8,I went to go get a snack from the kitchen. I looked all over but they were all gone. The kids ate them all.,Oh_comma_ that is irritating sometime! That happens to me sometimes,negative,negative,0,2,0
3563,hit:12269_conv:24538,disappointed,I went to go get a snack from the kitchen and realized my kids ate them all.,3.0,8,It is irritating. I guess I need to hide just a few so that I can have a snack once in a while.,Lol. I am guilty of hiding a couple of snacks for myself at times_comma_ nothing wrong with that,negative,neutral,0,2,0
3564,hit:8029_conv:16059,excited,I'm getting a new phone soon. I've wanted one for ages and I'm looking forward to it.,2.0,6,I'm getting a new phone soon and I'm really looking forward to it!,Nice! Which one you getting?,positive,positive,0,0,2
3565,hit:8029_conv:16059,excited,I'm getting a new phone soon. I've wanted one for ages and I'm looking forward to it.,2.0,1,Oneplus 6 hopefully!,Dang! Now that is a savvy phone! I have 12 of them.,positive,positive,0,0,0
3566,hit:1070_conv:2140,angry,Where I live it's forecasted to rain all week.,4.0,1,I hate when it rains_comma_ especially for several days at a time.,Oh I do too! I like a nice sunny day.,negative,positive,0,2,0
